file,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35
scraping/player_tables/BarbMi01/table_6.csv,Year,Age,Tm,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,,,,,,,
scraping/player_tables/StraMi00/table_2.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions.1,Def Interceptions.2,Def Interceptions.3,Fumbles,Fumbles.1,Fumbles.2,Fumbles.3,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,,,,,,,,,,,,,,,,,
scraping/player_tables/StraMi00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,,,,,,,
scraping/player_tables/CharIr00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions.1,Def Interceptions.2,Def Interceptions.3,Fumbles,Fumbles.1,Fumbles.2,Fumbles.3,Fumbles.4,Unnamed: 16_level_0,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,,,,,,,,,,
scraping/player_tables/CharIr00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Def Interceptions,Def Interceptions.1,Def Interceptions.2,Def Interceptions.3,Def Interceptions.4,Fumbles,Fumbles.1,Fumbles.2,Fumbles.3,Fumbles.4,Unnamed: 15_level_0,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Unnamed: 21_level_0,,,,,,,,,,,,,
scraping/player_tables/DaviMa02/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Scrimmage,Scrimmage.1,Scrimmage.2,Unnamed: 22_level_0,Unnamed: 23_level_0,,,,,,,,,,,
scraping/player_tables/MillJi00/table_1.csv,Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,
scraping/player_tables/LoveJo00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,0-19,0-19.1,20-29,20-29.1,30-39,30-39.1,40-49,40-49.1,50+,50+.1,Scoring,Scoring.1,Unnamed: 19_level_0,Scoring.2,Scoring.3,Scoring.4,Scoring.5,Kickoffs,Kickoffs.1,Kickoffs.2,Kickoffs.3,Kickoffs.4,Unnamed: 29_level_0,Unnamed: 30_level_0,,,,
scraping/player_tables/JohnJo00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions.1,Def Interceptions.2,Def Interceptions.3,Fumbles,Fumbles.1,Fumbles.2,Fumbles.3,Fumbles.4,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0,,,,,,,,,,,,,,,,
scraping/player_tables/GrayNo00/table_2.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Receiving.10,Receiving.11,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 31_level_0,Unnamed: 32_level_0,,
scraping/player_tables/WillDa00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,,,,,,,,,
scraping/player_tables/HudsDo20/table_0.csv,Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,,,,,,
scraping/player_tables/ReedJo00/table_1.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Yds,TD,Y/G,4QC,GWD,Awards,,,,,,,,,,,,,,,,,,,,
scraping/player_tables/BrowRa21/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Games,Games.1,Punting,Punting.1,Punting.2,Punting.3,Punting.4,,,,,,,,,,,,,,,,,,,,,,,,
scraping/player_tables/BrowRa21/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Punting,Punting.1,Punting.2,Punting.3,Punting.4,Unnamed: 12_level_0,Unnamed: 13_level_0,,,,,,,,,,,,,,,,,,,,,
scraping/player_tables/MillEd20/table_1.csv,Season,Age,Team,Lg,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,,,,
scraping/player_tables/BlanGe00/table_4.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Games,Games.1,0-19,0-19.1,20-29,20-29.1,30-39,30-39.1,40-49,40-49.1,50+,50+.1,Scoring,Scoring.1,Scoring.2,Scoring.3,Scoring.4,Scoring.5,Kickoffs,Kickoffs.1,Kickoffs.2,Kickoffs.3,Kickoffs.4,,,,,,,,
scraping/player_tables/HodsTo00/table_0.csv,Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,,,
scraping/player_tables/HelmDa01/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Receiving.10,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,,,,
scraping/player_tables/NallRy00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 26_level_0,Unnamed: 27_level_0,,,,,,,
scraping/player_tables/BrowFr21/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 23_level_0,Unnamed: 24_level_0,,,,,,,,,,
scraping/player_tables/BrowFr21/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions.1,Def Interceptions.2,Def Interceptions.3,Fumbles,Fumbles.1,Fumbles.2,Fumbles.3,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0,,,,,,,,,,,,,,,,
scraping/player_tables/SmitJe00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 25_level_0,Unnamed: 26_level_0,,,,,,,,
scraping/player_tables/JoneTo00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,,,,
scraping/player_tables/WillRo08/table_2.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Fumbles,Fumbles.1,Fumbles.2,Fumbles.3,Fumbles.4,Unnamed: 12_level_0,Unnamed: 13_level_0,,,,,,,,,,,,,,,,,,,,,
scraping/player_tables/CarsDw00/table_6.csv,Year,Age,Tm,Pos,No.,G,GS,Holding,False Start,Decl/Offs,All Pen.,,,,,,,,,,,,,,,,,,,,,,,,
scraping/player_tables/GrifRy01/table_5.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 26_level_0,Unnamed: 27_level_0,,,,,,,
scraping/player_tables/WinsKe01/table_1.csv,Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,,,
scraping/player_tables/BenjEn00/table_3.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Scoring,Scoring.1,Scoring.2,Scoring.3,Kickoffs,Kickoffs.1,Kickoffs.2,Kickoffs.3,Kickoffs.4,Unnamed: 16_level_0,,,,,,,,,,,,,,,,,,
scraping/player_tables/BurtDe00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions.1,Def Interceptions.2,Def Interceptions.3,Fumbles,Fumbles.1,Fumbles.2,Fumbles.3,Fumbles.4,Unnamed: 16_level_0,Tackles,Tackles.1,Tackles.2,Unnamed: 20_level_0,Unnamed: 21_level_0,,,,,,,,,,,,,
scraping/player_tables/McCuLa01/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Scrimmage,Scrimmage.1,Scrimmage.2,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,,,,,,
scraping/player_tables/ClifSe00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,,,,,,
