Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff
2023-09-11,Bills,Jets,1,14:34,2,3,BUF 32,0-0,Josh Allen pass complete short left to Deonte Harty for 5 yards (tackle by Quincy Williams),5,1.01,1.4,0.39
2023-09-24,Bills,Washington,2,10:23,3,4,BUF 8,10-0,Josh Allen pass complete short right to Khalil Shakir for 5 yards (tackle by Benjamin St-Juste),5,-0.72,-0.32,0.4
2023-11-19,Bills,Jets,2,0:28,2,3,BUF 32,16-6,Josh Allen pass complete short right to Dalton Kincaid for 4 yards,4,1.01,1.33,0.32
2023-11-19,Bills,Jets,1,11:29,2,10,BUF 30,3-0,Josh Allen pass complete short left to Stefon Diggs for 4 yards. Stefon Diggs fumbles (forced by Quinton Jefferson) (tackle by Jermaine Johnson). Stefon Diggs fumbles out of bounds,4,0.39,0.23,-0.16
2023-11-26,Bills,Eagles,5,7:24,2,10,PHI 45,31-31,Josh Allen pass complete short right to James Cook for 4 yards (tackle by Haason Reddick). Penalty on Nicholas Morrow: Roughing the Passer 15 yards (accepted),4,2.04,3.84,1.8
2023-09-24,Bills,Washington,1,3:58,3,2,BUF 24,3-0,Josh Allen pass complete short right to Stefon Diggs for 4 yards (tackle by Cody Barton),4,-0.32,0.81,1.13
2023-09-24,Bills,Washington,2,1:15,1,10,WAS 33,13-0,Josh Allen pass complete short left to James Cook for 4 yards (tackle by Kendall Fuller),4,3.38,3.31,-0.07
2023-12-10,Bills,Chiefs,2,15:00,1,10,KAN 23,7-0,Josh Allen pass complete short right to Stefon Diggs for 4 yards (tackle by L'Jarius Sneed),4,4.04,4.05,0.01
2023-11-19,Bills,Jets,2,0:16,1,5,BUF 41,16-6,Josh Allen pass complete short right to Ty Johnson for 4 yards (tackle by Quincy Williams),4,2.06,2.01,-0.05
2023-09-11,Bills,Jets,1,4:29,2,19,NYJ 39,0-0,Josh Allen pass complete short right to Dawson Knox for 4 yards (tackle by Quinnen Williams and Michael Carter),4,1.82,1.68,-0.14
2023-10-26,Bills,Buccaneers,3,10:46,2,4,TAM 4,23-10,Josh Allen pass complete short left to Gabriel Davis for 4 yards touchdown,4,5.34,7,1.66
2023-12-31,Bills,Patriots,2,6:09,1,10,NWE 44,20-14,Josh Allen pass complete short left to Stefon Diggs for 4 yards (tackle by Lawrence Guy). Penalty on Khalil Shakir: Offensive Holding 10 yards (accepted),4,2.65,2.26,-0.39
2023-09-11,Bills,Jets,2,13:54,2,12,BUF 27,3-0,Josh Allen pass complete short left to James Cook for 4 yards (tackle by Quincy Williams),4,0.06,-0.1,-0.16
2023-09-11,Bills,Jets,3,1:22,3,6,BUF 19,13-6,Josh Allen pass complete short right to James Cook for 4 yards (tackle by Quincy Williams),4,-0.88,-1.83,-0.95
2023-12-17,Bills,Cowboys,3,9:09,1,10,BUF 41,21-3,Josh Allen pass complete short left to Ty Johnson for 4 yards (tackle by Donovan Wilson),4,1.66,1.66,0
2023-11-26,Bills,Eagles,2,10:55,1,20,PHI 39,3-7,Josh Allen pass complete short left to James Cook for 4 yards (tackle by Reed Blankenship),4,2.98,2.29,-0.69
2023-12-10,Bills,Chiefs,2,13:25,4,1,KAN 14,7-0,Josh Allen pass complete short right to Dalton Kincaid for 4 yards (tackle by Leo Chenal),4,2.66,4.91,2.25
2023-09-24,Bills,Washington,1,12:22,2,12,BUF 36,0-0,Josh Allen pass complete short right to Dalton Kincaid for 4 yards (tackle by Jamin Davis),4,0.65,0.5,-0.15
2023-12-31,Bills,Patriots,1,0:49,1,10,BUF 50,13-7,Josh Allen pass complete short left to Dalton Kincaid for 4 yards (tackle by Keion White),4,2.26,2.25,-0.01
2023-11-05,Bills,Bengals,2,0:53,1,10,CIN 42,7-21,Josh Allen pass complete short left to Dalton Kincaid for 4 yards (tackle by Cam Taylor-Britt),4,2.79,2.78,-0.01
2024-01-07,Bills,Dolphins,3,5:19,2,7,BUF 40,7-14,Josh Allen pass complete short right to Khalil Shakir for 4 yards (tackle by Eli Apple),4,1.26,1.09,-0.17
2023-11-13,Bills,Broncos,1,12:27,2,20,BUF 15,0-3,Josh Allen pass complete short right to Dalton Kincaid for 4 yards (tackle by Ja'Quan McMillian),4,-1.43,-1.51,-0.08
2023-10-15,Bills,Giants,4,5:47,2,6,NYG 28,7-9,Josh Allen pass complete short right to Dawson Knox for 4 yards (tackle by Adoree' Jackson),4,3.44,3.27,-0.17
2023-11-05,Bills,Bengals,3,6:24,1,10,BUF 9,10-21,Josh Allen pass complete short middle to James Cook for 4 yards (tackle by Logan Wilson),4,-0.38,-0.48,-0.1
2023-10-22,Bills,Patriots,4,2:50,4,2,NWE 8,17-22,Josh Allen pass complete short left to Dalton Kincaid for 4 yards (tackle by J.C. Jackson),4,2.99,6.28,3.29
2024-01-07,Bills,Dolphins,4,9:20,1,10,MIA 35,14-14,Josh Allen pass complete short middle to James Cook for 4 yards (tackle by Jerome Baker),4,3.25,3.24,-0.01
2023-12-23,Bills,Chargers,3,6:10,3,3,BUF 32,14-13,Josh Allen pass complete short middle to Stefon Diggs for 4 yards (tackle by Kenneth Murray),4,0.3,1.33,1.03
2024-01-07,Bills,Dolphins,3,11:24,2,9,BUF 48,7-14,Josh Allen pass complete short right to Dalton Kincaid for 4 yards (tackle by Jerome Baker and Eli Apple),4,1.65,1.49,-0.16
2023-10-26,Bills,Buccaneers,3,7:06,2,8,BUF 25,24-10,Josh Allen pass complete short right to Latavius Murray for 4 yards (tackle by Ryan Neal and Devin White),4,0.2,0.04,-0.16
2023-10-22,Bills,Patriots,4,2:14,1,4,NWE 4,17-22,Josh Allen pass complete short right to Latavius Murray for 3 yards (tackle by Kyle Dugger). Penalty on Jonathan Jones: Illegal Contact 5 yards (declined),3,6.28,5.91,-0.37
2023-09-11,Bills,Jets,4,12:30,2,12,BUF 23,13-6,Josh Allen pass complete short right to Damien Harris for 3 yards (tackle by Sauce Gardner),3,-0.21,-0.49,-0.28
2023-09-24,Bills,Washington,4,13:25,1,10,WAS 21,16-0,Josh Allen pass complete short left to Stefon Diggs for 3 yards (tackle by Kamren Curl),3,4.17,4.04,-0.13
2023-10-26,Bills,Buccaneers,3,12:46,1,10,TAM 20,17-10,Josh Allen pass complete short right to Stefon Diggs for 3 yards (tackle by Devin White),3,4.24,4.12,-0.12
2023-10-08,Bills,Jaguars,1,12:05,2,5,BUF 25,0-0,Josh Allen pass complete short left to Stefon Diggs for 3 yards (tackle by Foyesade Oluokun),3,0.41,0.1,-0.31
2023-10-15,Bills,Giants,3,2:23,2,5,NYG 8,0-6,Josh Allen pass complete short left to Dawson Knox for 3 yards (tackle by Xavier McKinney),3,4.96,4.78,-0.18
2023-10-08,Bills,Jaguars,4,5:24,1,10,JAX 45,7-18,Josh Allen pass complete short left to Trent Sherfield for 3 yards (tackle by Chad Muma). Penalty on Chad Muma: Unnecessary Roughness / Defense 15 yards (accepted) . Penalty on Jeremiah Ledbetter: Roughing the Passer 15 yards (declined) . Penalty on Chad Muma: Unnecessary Roughness / Defense 15 yards (accepted) . Penalty on Jeremiah Ledbetter: Roughing the Passer 15 yards (declined),3,2.59,3.78,1.19
2023-12-10,Bills,Chiefs,4,10:28,1,10,BUF 47,17-17,Josh Allen pass complete short right to Dalton Kincaid for 3 yards (tackle by Mike Edwards),3,2.06,1.92,-0.14
2023-10-26,Bills,Buccaneers,1,1:07,2,4,TAM 4,3-0,Josh Allen pass complete short middle to Dalton Kincaid for 3 yards (tackle by Lavonte David),3,5.34,5.17,-0.17
2023-09-17,Bills,Raiders,1,1:22,1,10,BUF 27,7-7,Josh Allen pass complete short right to Reggie Gilliam for 3 yards (tackle by Marcus Peters),3,0.74,0.6,-0.14
2023-12-10,Bills,Chiefs,3,3:24,1,10,BUF 26,17-14,Josh Allen pass complete short left to Ty Johnson for 3 yards (tackle by L'Jarius Sneed),3,0.67,0.54,-0.13
2023-10-15,Bills,Giants,1,15:00,1,10,BUF 25,0-0,Josh Allen pass complete short right to Stefon Diggs for 3 yards (tackle by Adoree' Jackson),3,0.61,0.47,-0.14
2023-11-13,Bills,Broncos,1,15:00,1,10,BUF 25,0-0,Josh Allen pass complete short left to James Cook for 3 yards. James Cook fumbles (forced by Ja'Quan McMillian) recovered by Ja'Quan McMillian at BUF-28,3,0.61,-3.71,-4.32
2023-10-01,Bills,Dolphins,1,14:23,2,2,BUF 33,0-0,Josh Allen pass complete short left to Deonte Harty for 3 yards (tackle by Bradley Chubb),3,1.14,1.33,0.19
2023-11-26,Bills,Eagles,2,12:06,3,10,PHI 33,0-7,Josh Allen pass complete short right to Dalton Kincaid for 3 yards (tackle by Kevin Byard),3,2.15,1.41,-0.74
2023-10-15,Bills,Giants,4,15:00,3,3,NYG 3,6-6,Josh Allen pass complete short left to Deonte Harty for 3 yards touchdown,3,4.72,7,2.28
2023-09-17,Bills,Raiders,3,9:22,3,4,RAI 15,21-10,Josh Allen pass complete short right to Dalton Kincaid for 3 yards (tackle by David Long),3,3.81,2.78,-1.03
2023-09-17,Bills,Raiders,2,0:46,2,1,RAI 29,14-10,Josh Allen pass complete short left to James Cook for 3 yards (tackle by Divine Deablo),3,3.72,3.84,0.12
2023-11-05,Bills,Bengals,4,4:43,1,10,CIN 26,10-24,Josh Allen pass complete short right to Khalil Shakir for 3 yards (tackle by Mike Hilton),3,3.84,3.7,-0.14
2023-09-11,Bills,Jets,2,6:13,1,10,NYJ 11,3-3,Josh Allen pass complete short left to Stefon Diggs for 3 yards (tackle by Will McDonald),3,4.84,4.7,-0.14
2023-09-11,Bills,Jets,3,6:23,1,10,NYJ 49,13-6,Josh Allen pass complete short right to James Cook for 3 yards (tackle by Jamien Sherwood),3,2.32,2.19,-0.13
2023-12-10,Bills,Chiefs,1,5:13,2,2,KAN 30,0-0,Josh Allen pass complete short right to Stefon Diggs for 3 yards (tackle by L'Jarius Sneed),3,3.59,3.78,0.19
2023-09-11,Bills,Jets,1,7:25,1,10,BUF 38,0-0,Josh Allen pass complete short left to Deonte Harty for 3 yards (tackle by Adrian Amos),3,1.47,1.33,-0.14
2023-10-15,Bills,Giants,4,10:35,1,10,BUF 25,7-9,Josh Allen pass complete short right to Gabriel Davis for 3 yards (tackle by Cordale Flott),3,0.61,0.47,-0.14
2023-09-11,Bills,Jets,2,1:24,2,4,NYJ 25,10-3,Josh Allen pass complete short left to Dalton Kincaid for 3 yards (tackle by Quincy Williams),3,3.78,3.47,-0.31
2023-10-01,Bills,Dolphins,4,11:11,2,12,BUF 15,48-20,Josh Allen pass complete short right to Latavius Murray for 2 yards (tackle by Duke Riley),2,-0.85,-1.25,-0.4
2023-10-26,Bills,Buccaneers,2,5:35,1,10,TAM 43,10-10,Josh Allen pass complete short left to Gabriel Davis for 2 yards (tackle by Jamel Dean),2,2.72,2.45,-0.27
2023-09-17,Bills,Raiders,3,6:06,4,2,RAI 2,27-10,Josh Allen pass complete short right to Gabriel Davis for 2 yards touchdown,2,3.25,7,3.75
2023-11-13,Bills,Broncos,4,13:25,1,10,BUF 35,15-15,Josh Allen pass complete short middle to Latavius Murray for 2 yards (tackle by Alex Singleton),2,1.27,0.99,-0.28
2023-09-17,Bills,Raiders,2,12:16,2,2,RAI 2,13-7,Josh Allen pass complete short left to Dawson Knox for 2 yards touchdown,2,5.72,7,1.28
2023-09-17,Bills,Raiders,1,5:53,3,3,RAI 8,0-7,Josh Allen pass complete short right to Stefon Diggs for 2 yards (tackle by Marcus Epps),2,4.45,3.02,-1.43
2023-09-17,Bills,Raiders,2,1:42,2,10,BUF 43,14-10,Josh Allen pass complete short left to James Cook for 2 yards (tackle by Robert Spillane),2,1.25,0.83,-0.42
2023-11-19,Bills,Jets,4,11:54,2,20,BUF 42,29-6,Josh Allen pass complete short left to Stefon Diggs for 2 yards (tackle by Brandin Echols),2,0.5,0.1,-0.4
2023-09-17,Bills,Raiders,3,6:35,3,3,RAI 3,21-10,Josh Allen pass complete short left to Latavius Murray for 1 yard (tackle by Jakorian Bennett),1,4.72,3.25,-1.47
2023-11-05,Bills,Bengals,3,11:05,2,10,CIN 17,7-21,Josh Allen pass complete short right to James Cook for 1 yard (tackle by Mike Hilton),1,3.85,3.19,-0.66
2023-09-17,Bills,Raiders,1,2:40,2,7,BUF 19,7-7,Josh Allen pass complete short right to Dawson Knox for 1 yard (tackle by Nate Hobbs and Marcus Peters),1,-0.18,-0.82,-0.64
2023-10-26,Bills,Buccaneers,4,11:44,1,10,BUF 48,24-10,Josh Allen pass complete short left to Stefon Diggs for 1 yard (tackle by Lavonte David),1,2.13,1.72,-0.41
2023-12-31,Bills,Patriots,1,3:09,2,7,NWE 7,10-7,Josh Allen pass complete short left to Khalil Shakir for 1 yard (tackle by Alex Austin and Jalen Mills),1,4.76,4.04,-0.72
2023-10-15,Bills,Giants,2,14:46,1,10,BUF 31,0-3,Josh Allen pass complete short left to Stefon Diggs for 1 yard (tackle by Bobby Okereke),1,1,0.6,-0.4
2023-09-11,Bills,Jets,1,8:51,2,10,BUF 23,0-0,Josh Allen pass complete short right to Deonte Harty for 1 yard (tackle by C.J. Mosley),1,-0.07,-0.69,-0.62
2023-12-10,Bills,Chiefs,4,2:06,3,10,KAN 22,17-17,Josh Allen pass complete short left to Dalton Kincaid for 1 yard (tackle by L'Jarius Sneed),1,2.87,2.06,-0.81
2023-10-08,Bills,Jaguars,1,0:12,1,10,BUF 36,0-11,Josh Allen pass complete short left to Dawson Knox for 1 yard (tackle by Rayshawn Jenkins),1,1.33,0.93,-0.4
2023-10-08,Bills,Jaguars,2,8:35,3,7,BUF 25,0-11,Josh Allen pass complete short right to Latavius Murray for 1 yard (tackle by Tyson Campbell),1,-0.43,-1.63,-1.2
2023-10-08,Bills,Jaguars,4,13:23,2,15,BUF 41,7-11,Josh Allen pass incomplete deep right intended for Dawson Knox (defended by Rayshawn Jenkins),0,0.78,0.1,-0.68
2024-01-07,Bills,Dolphins,2,0:24,1,10,MIA 23,7-14,Josh Allen pass complete short right to Dalton Kincaid for no gain Replay Assistant challenged the pass completion ruling and the play was upheld.,0,4.04,3.5,-0.54
2023-12-31,Bills,Patriots,2,8:39,2,8,BUF 34,20-14,Josh Allen pass incomplete short left intended for Trent Sherfield,0,0.8,0.1,-0.7
2023-10-01,Bills,Dolphins,2,5:41,3,5,MIA 46,21-14,Josh Allen pass incomplete short right intended for Dalton Kincaid (defended by Christian Wilkins),0,1.62,0.2,-1.42
2023-12-17,Bills,Cowboys,1,0:35,2,8,BUF 26,7-0,Josh Allen pass incomplete short middle intended for Dalton Kincaid,0,0.27,-0.43,-0.7
2023-11-26,Bills,Eagles,2,0:28,2,6,PHI 13,10-7,Josh Allen pass incomplete short right intended for Gabriel Davis,0,4.5,3.68,-0.82
2023-10-26,Bills,Buccaneers,2,7:40,1,10,BUF 25,10-3,Josh Allen pass short middle (defended by Antoine Winfield) intended for Dalton Kincaid is intercepted by William Gholston at BUF-23 and returned for no gain (tackle by Mitch Morse),0,0.61,-4.04,-4.65
2023-11-13,Bills,Broncos,2,11:26,3,5,BUF 25,0-3,Josh Allen pass incomplete short middle intended for Dalton Kincaid,0,-0.3,-1.7,-1.4
2023-09-11,Bills,Jets,4,0:17,1,10,NYJ 32,13-16,Josh Allen spiked the ball,0,3.45,2.9,-0.55
2023-12-31,Bills,Patriots,1,8:55,3,10,BUF 38,3-7,Josh Allen pass incomplete short left intended for Trent Sherfield,0,0.23,-0.85,-1.08
2023-10-22,Bills,Patriots,1,0:06,2,7,NWE 8,0-10,Josh Allen pass incomplete short left intended for Stefon Diggs,0,4.7,3.76,-0.94
2023-10-22,Bills,Patriots,1,9:55,1,10,BUF 24,0-3,Josh Allen pass deep right intended for Dawson Knox is intercepted by Jabrill Peppers at BUF-46 and returned for 1 yard (tackle by Dalton Kincaid),0,0.54,-2.59,-3.13
2023-09-11,Bills,Jets,4,0:16,2,10,NYJ 32,13-16,Josh Allen pass incomplete deep left intended for Gabriel Davis,0,2.9,2.21,-0.69
2023-10-15,Bills,Giants,1,2:32,1,10,NYG 37,0-3,Josh Allen pass incomplete short left intended for Stefon Diggs,0,3.12,2.57,-0.55
2023-09-24,Bills,Washington,1,9:38,3,9,WAS 18,0-0,Josh Allen pass incomplete deep middle intended for Dawson Knox,0,3.14,2.25,-0.89
2023-12-17,Bills,Cowboys,1,0:31,3,8,BUF 26,7-0,Josh Allen pass incomplete short right,0,-0.43,-1.63,-1.2
2023-12-23,Bills,Chargers,3,12:17,2,7,BUF 13,14-10,Josh Allen pass deep left intended for Stefon Diggs is intercepted by Alohi Gilman at LAC-42 and returned for no gain (tackle by Stefon Diggs),0,-0.56,-1.73,-1.17
2023-12-10,Bills,Chiefs,4,2:23,2,10,KAN 27,17-17,Josh Allen pass incomplete short left intended for Dalton Kincaid,0,3.23,2.54,-0.69
2023-09-11,Bills,Jets,2,9:21,1,10,BUF 38,3-3,Josh Allen pass incomplete short middle intended for James Cook,0,1.47,0.92,-0.55
2023-09-11,Bills,Jets,1,12:39,3,5,BUF 42,0-0,Josh Allen pass incomplete short left intended for Stefon Diggs,0,0.83,-0.59,-1.42
2023-11-05,Bills,Bengals,3,11:10,1,10,CIN 17,7-21,Josh Allen pass incomplete short right,0,4.44,3.85,-0.59
2023-11-05,Bills,Bengals,2,9:01,2,10,BUF 12,7-14,Josh Allen pass deep left intended for Gabriel Davis is intercepted by Cam Taylor-Britt at BUF-32 and returned for no gain (tackle by Gabriel Davis),0,-0.78,-3.45,-2.67
2023-11-05,Bills,Bengals,3,5:58,2,6,BUF 13,10-21,Josh Allen pass incomplete short left intended for Stefon Diggs,0,-0.48,-0.95,-0.47
2023-10-08,Bills,Jaguars,4,13:16,3,15,BUF 41,7-11,Josh Allen pass deep right intended for Stefon Diggs is intercepted by Darious Williams at JAC-7 and returned for no gain (tackle by Stefon Diggs),0,0.1,0.38,0.28
2023-10-01,Bills,Dolphins,4,10:26,3,10,BUF 17,48-20,Josh Allen pass incomplete deep middle intended for Trent Sherfield (defended by Xavien Howard),0,-1.25,-2.32,-1.07
2023-11-13,Bills,Broncos,3,12:09,1,10,BUF 39,8-15,Josh Allen pass incomplete short right intended for Gabriel Davis (defended by Zach Allen),0,1.53,0.99,-0.54
2023-09-24,Bills,Washington,1,3:25,1,10,BUF 28,3-0,Josh Allen pass incomplete short middle intended for James Cook (defended by Jonathan Allen),0,0.81,0.26,-0.55
2023-12-23,Bills,Chargers,1,3:43,3,5,BUF 41,0-3,Josh Allen pass incomplete deep right intended for Gabriel Davis,0,0.76,-0.65,-1.41
2023-10-26,Bills,Buccaneers,3,5:13,2,5,BUF 49,24-10,Josh Allen pass incomplete deep left intended for Stefon Diggs,0,1.99,1.29,-0.7
2024-01-07,Bills,Dolphins,1,6:17,2,5,MIA 5,0-0,Josh Allen pass incomplete short left intended for Dawson Knox (defended by Kader Kohou),0,5.15,4.26,-0.89
2023-11-19,Bills,Jets,1,10:27,1,10,BUF 43,3-0,Josh Allen pass incomplete short right intended for Stefon Diggs,0,1.8,1.25,-0.55
2023-10-08,Bills,Jaguars,1,11:19,3,2,BUF 28,0-0,Josh Allen pass incomplete short right intended for James Cook,0,0.1,-1.5,-1.6
2023-09-17,Bills,Raiders,3,1:02,1,10,RAI 13,28-10,Josh Allen pass incomplete short left intended for Dawson Knox,0,4.71,4.05,-0.66
2023-09-11,Bills,Jets,4,0:10,3,10,NYJ 32,13-16,Josh Allen pass incomplete short left intended for Latavius Murray,0,2.21,1.24,-0.97
2023-11-05,Bills,Bengals,3,10:29,3,9,CIN 16,7-21,Josh Allen pass incomplete deep right intended for Gabriel Davis,0,3.19,2.38,-0.81
2023-12-31,Bills,Patriots,1,12:20,2,6,NWE 17,0-7,Josh Allen pass incomplete deep left intended for Stefon Diggs,0,4.2,3.46,-0.74
2023-11-05,Bills,Bengals,2,14:18,2,11,BUF 43,7-14,Josh Allen pass incomplete short right,0,1.18,0.5,-0.68
2023-10-22,Bills,Patriots,1,3:45,2,7,NWE 39,0-10,Josh Allen pass incomplete deep right intended for Gabriel Davis,0,2.65,1.95,-0.7
2023-11-19,Bills,Jets,2,6:25,2,7,NYJ 38,9-0,Josh Allen pass incomplete short right intended for Khalil Shakir (defended by Brandin Echols),0,2.71,2.02,-0.69
2023-11-26,Bills,Eagles,2,4:41,2,8,BUF 41,10-7,Josh Allen pass incomplete deep left intended for Dalton Kincaid,0,1.26,0.56,-0.7
2023-11-19,Bills,Jets,3,3:17,1,10,BUF 25,29-6,Josh Allen pass incomplete short left,0,0.61,0.06,-0.55
2023-10-26,Bills,Buccaneers,3,5:07,3,5,BUF 49,24-10,Josh Allen pass incomplete short left intended for Stefon Diggs (defended by Carlton Davis),0,1.29,-0.13,-1.42
2023-12-10,Bills,Chiefs,3,0:33,1,10,KAN 48,17-14,Josh Allen pass incomplete short right intended for Stefon Diggs,0,2.39,1.85,-0.54
2024-01-07,Bills,Dolphins,1,6:08,3,5,MIA 5,0-0,Josh Allen pass short left intended for Gabriel Davis is intercepted by Eli Apple in end zone and returned for 8 yards (tackle by Gabriel Davis),0,4.26,0.38,-3.88
2023-12-10,Bills,Chiefs,4,2:12,1,10,KAN 22,17-17,Josh Allen pass incomplete short left intended for Stefon Diggs,0,4.11,3.56,-0.55
2023-10-08,Bills,Jaguars,2,14:21,3,3,BUF 43,0-11,Josh Allen pass incomplete short right intended for Dawson Knox,0,1.03,-0.52,-1.55
2023-09-24,Bills,Washington,1,2:41,3,8,BUF 30,3-0,Josh Allen pass incomplete deep middle intended for Stefon Diggs (defended by Percy Butler),0,-0.16,-1.37,-1.21
2023-12-17,Bills,Cowboys,1,3:21,2,3,BUF 20,7-0,Josh Allen pass incomplete deep left intended for Gabriel Davis,0,0.22,-0.59,-0.81
2023-10-15,Bills,Giants,2,9:48,2,7,NYG 34,0-3,Josh Allen pass incomplete short middle intended for Stefon Diggs (defended by Bobby Okereke),0,2.98,2.28,-0.7
2023-12-10,Bills,Chiefs,3,0:31,2,10,KAN 48,17-14,Josh Allen pass incomplete deep left intended for Dalton Kincaid,0,1.85,1.16,-0.69
2023-10-08,Bills,Jaguars,3,8:57,1,10,JAX 42,7-11,Josh Allen pass complete short right to James Cook for no gain (tackle by Foyesade Oluokun),0,2.79,2.24,-0.55
2023-09-11,Bills,Jets,3,1:31,2,6,BUF 19,13-6,Josh Allen pass incomplete deep right,0,-0.11,-0.88,-0.77
2023-09-17,Bills,Raiders,3,10:14,1,10,RAI 21,21-10,Josh Allen pass incomplete deep right intended for Deonte Harty,0,4.17,3.63,-0.54
2024-01-07,Bills,Dolphins,3,0:30,2,13,MIA 21,7-14,Josh Allen pass incomplete deep left intended for Trent Sherfield,0,3.42,2.74,-0.68
2023-12-31,Bills,Patriots,1,12:14,3,6,NWE 17,0-7,Josh Allen pass incomplete short right intended for James Cook,0,3.46,2.34,-1.12
2023-11-13,Bills,Broncos,1,2:46,2,9,BUF 33,0-3,Josh Allen pass incomplete short left intended for Latavius Murray,0,0.66,-0.03,-0.69
2023-09-11,Bills,Jets,5,10:00,1,15,BUF 20,16-16,Josh Allen pass incomplete short right intended for Dawson Knox,0,0.28,-0.61,-0.89
2023-11-19,Bills,Jets,1,14:18,2,7,NYJ 18,0-0,Josh Allen pass incomplete short left intended for Stefon Diggs,0,4.04,3.31,-0.73
2023-11-13,Bills,Broncos,1,8:30,3,4,DEN 28,0-3,Josh Allen pass deep middle intended for Gabriel Davis is intercepted by Justin Simmons at DEN-12 and returned for no gain (tackle by Gabriel Davis),0,2.87,0.35,-2.52
2023-11-19,Bills,Jets,2,6:17,3,7,NYJ 38,9-0,Josh Allen pass incomplete deep right intended for Dalton Kincaid,0,2.02,0.72,-1.3
2023-12-10,Bills,Chiefs,2,14:19,2,6,KAN 19,7-0,Josh Allen pass incomplete short right intended for Dalton Kincaid,0,4.05,3.34,-0.71
2023-11-05,Bills,Bengals,2,14:11,3,11,BUF 43,7-14,Josh Allen pass incomplete deep left. Penalty on Spencer Brown: Offensive Holding 10 yards (declined),0,0.5,-0.52,-1.02
2023-11-13,Bills,Broncos,3,12:06,2,10,BUF 39,8-15,Josh Allen pass incomplete short left intended for Stefon Diggs,0,0.99,0.3,-0.69
2023-12-17,Bills,Cowboys,3,2:44,3,5,DAL 5,21-3,Josh Allen pass incomplete short left intended for James Cook (defended by Juanyeh Thomas),0,4.26,3.01,-1.25
2023-09-24,Bills,Washington,2,0:36,1,10,WAS 22,13-0,Josh Allen pass incomplete short middle intended for Deonte Harty,0,4.11,3.56,-0.55
2023-11-26,Bills,Eagles,2,4:33,3,8,BUF 41,10-7,Josh Allen pass incomplete deep middle intended for Trent Sherfield (defended by Darius Slay),0,0.56,-0.65,-1.21
2024-01-07,Bills,Dolphins,1,1:03,2,5,MIA 38,0-0,Josh Allen pass incomplete short middle intended for Dalton Kincaid,0,2.85,2.15,-0.7
2023-10-08,Bills,Jaguars,3,8:15,2,10,JAX 42,7-11,Josh Allen pass incomplete short right intended for Gabriel Davis,0,2.24,1.55,-0.69
2023-12-17,Bills,Cowboys,1,0:14,1,10,BUF 41,7-0,Josh Allen pass incomplete short left intended for Dalton Kincaid,0,1.66,1.12,-0.54
2023-12-17,Bills,Cowboys,4,13:45,2,8,DAL 46,24-3,Josh Allen pass incomplete short left intended for Khalil Shakir,0,2.12,1.42,-0.7
2023-10-22,Bills,Patriots,4,14:38,2,7,NWE 38,10-16,Josh Allen pass incomplete deep right intended for Stefon Diggs (defended by J.C. Jackson),0,2.71,2.02,-0.69
2023-11-26,Bills,Eagles,2,2:10,1,10,BUF 33,10-7,Josh Allen pass incomplete short middle intended for Gabriel Davis (defended by James Bradberry),0,1.14,0.59,-0.55
2023-09-17,Bills,Raiders,2,3:01,4,1,RAI 1,14-10,Josh Allen pass incomplete short left intended for Dawson Knox (defended by Nate Hobbs),0,3.55,0.38,-3.17
2023-11-13,Bills,Broncos,1,2:43,3,9,BUF 33,0-3,Josh Allen pass incomplete short left intended for Stefon Diggs,0,-0.03,-1.18,-1.15
2023-12-17,Bills,Cowboys,1,3:15,3,3,BUF 20,7-0,Josh Allen pass incomplete short right intended for Stefon Diggs (defended by Stephon Gilmore),0,-0.59,-2.03,-1.44
2023-10-15,Bills,Giants,1,2:27,2,10,NYG 37,0-3,Josh Allen pass complete short right to Stefon Diggs for no gain (tackle by Cordale Flott),0,2.57,1.88,-0.69
2023-09-24,Bills,Washington,4,14:18,4,1,WAS 37,16-0,Josh Allen pass incomplete short right intended for Stefon Diggs (defended by Daron Payne),0,0.79,-1.4,-2.19
2023-10-15,Bills,Giants,2,9:44,3,7,NYG 34,0-3,Josh Allen pass incomplete deep left intended for Stefon Diggs,0,2.28,1.06,-1.22
2023-12-31,Bills,Patriots,1,13:23,3,6,BUF 29,0-7,Josh Allen pass incomplete deep right intended for Dalton Kincaid,0,-0.1,-1.44,-1.34
2023-09-11,Bills,Jets,4,9:49,3,2,BUF 43,13-6,Josh Allen pass short right intended for Gabriel Davis is intercepted by Jordan Whitehead at NYJ-43 and returned for no gain,0,1.09,-1.8,-2.89
2023-09-24,Bills,Washington,2,7:04,2,8,BUF 36,10-0,Josh Allen pass incomplete deep right intended for Trent Sherfield (defended by Kendall Fuller),0,0.93,0.23,-0.7
2023-10-01,Bills,Dolphins,2,10:39,1,6,MIA 6,14-14,Josh Allen pass incomplete short left intended for Stefon Diggs,0,5.83,4.95,-0.88
2023-12-31,Bills,Patriots,2,1:25,2,2,BUF 45,20-14,Josh Allen pass incomplete short right,0,1.94,1.22,-0.72
2023-12-10,Bills,Chiefs,4,2:10,2,10,KAN 22,17-17,Josh Allen pass incomplete deep right intended for Stefon Diggs (defended by L'Jarius Sneed),0,3.56,2.87,-0.69
